Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
2015-12-14,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
2015-12-07,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
2015-11-30,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-11-23,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,198
2015-11-16,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
2015-11-09,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
2015-11-02,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,193
2015-10-26,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,206
2015-10-19,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,214
2015-10-12,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,224
2015-10-05,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,234
2015-09-28,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,241
2015-09-21,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,264
2015-09-14,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,274
2015-09-07,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,290
2015-08-31,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,289
2015-08-24,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,299
2015-08-17,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,325
2015-08-10,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,330
2015-08-03,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,365
2015-07-27,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,388
2015-07-20,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,390
2015-07-13,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,387
2015-07-06,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,394
2015-06-29,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,586
2015-06-22,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,363
2015-06-15,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,351
2015-06-08,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,336
2015-06-01,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,330
2016-05-23,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,101
2016-05-16,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,73
2016-05-09,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,56
2016-05-02,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,37
2016-04-25,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,41
2015-09-07,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,51
2015-08-31,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,111
2015-08-24,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,174
2015-08-17,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,191
2015-08-10,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,207
2015-08-03,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,205
2015-07-27,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,206
2015-07-20,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
2015-07-13,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,169
2015-07-06,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,176
2015-06-29,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,307
2015-06-22,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,171
2015-06-15,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,150
2015-06-08,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,138
2015-06-01,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,125
2016-05-23,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,352
2016-05-16,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,328
2016-05-09,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,326
2016-05-02,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,290
2016-04-25,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,288
2016-04-18,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,276
2016-04-11,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,272
2016-04-04,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,269
2016-03-28,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,260
2016-03-21,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,266
2016-03-14,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,263
2016-03-07,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,255
2016-02-29,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,240
2016-02-22,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,227
2016-02-15,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
2016-02-08,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
2016-02-01,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2016-01-25,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2016-01-18,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
2016-01-11,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2016-01-04,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
2015-12-28,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2015-12-21,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2015-12-14,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-12-07,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2015-11-30,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2015-11-23,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
2015-11-16,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
2015-11-09,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
2015-11-02,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
2015-10-26,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,226
2015-10-19,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,236
2015-10-12,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,248
2015-10-05,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,254
2015-09-28,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2015-09-21,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,279
2015-09-14,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,288
2015-09-07,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,307
2015-08-31,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,317
2015-08-24,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,322
2015-08-17,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,344
2015-08-10,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,355
2015-08-03,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,390
2015-07-27,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,420
2015-07-20,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,421
2015-07-13,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,425
2015-07-06,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,426
2015-06-29,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,624
2015-06-22,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,390
2015-06-15,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,373
2015-06-08,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,365
2015-06-01,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,358
2016-05-23,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,258
2016-05-16,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,191
2016-05-09,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,131
2016-05-02,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,99
2016-04-25,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,97
2015-09-07,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,119
2015-08-31,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,276
2015-08-24,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,458
2015-08-17,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,513
2015-08-10,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,556
2015-08-03,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,549
2015-07-27,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,554
2015-07-20,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,459
2015-07-13,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,447
2015-07-06,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
2015-06-29,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,827
2015-06-22,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,462
2015-06-15,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,389
2015-06-08,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,373
2015-06-01,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,329
2016-05-23,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,271
2016-05-16,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,245
2016-05-09,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,246
2016-05-02,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,222
2016-04-25,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,213
2016-04-18,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,208
2016-04-11,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,207
2016-04-04,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,202
2016-03-28,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,202
2016-03-21,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,194
2016-03-14,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,198
2016-03-07,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,191
2016-02-29,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,187
2016-02-22,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,168
2016-02-15,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
2016-02-08,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
2016-02-01,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
2016-01-25,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
2016-01-18,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
2016-01-11,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2016-01-04,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,162
2015-12-28,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
2015-12-21,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,166
2015-12-14,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
2015-12-07,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
2015-11-30,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2015-11-23,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
2015-11-16,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
2015-11-09,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
2015-11-02,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
2015-10-26,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,167
2015-10-19,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,173
2015-10-12,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,182
2015-10-05,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,185
2015-09-28,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,198
2015-09-21,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,211
2015-09-14,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,225
2015-09-07,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,227
2015-08-31,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,232
2015-08-24,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,248
2015-08-17,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,258
2015-08-10,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,267
2015-08-03,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,291
2015-07-27,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,316
2015-07-20,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,321
2015-07-13,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
2015-07-06,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,314
2015-06-29,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,474
2015-06-22,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,292
2015-06-15,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,285
2015-06-08,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,273
2015-06-01,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,271
2016-05-23,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,164
2016-05-16,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,118
2016-05-09,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,84
2016-05-02,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,59
2016-04-25,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,Back Bay,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
